Currency,Stability Rank,Mean Cond Var,IV Weight,IV Weight (%)
INR,1,0.1586315020456582,0.4667465513718598,46.67465513718598
CNY,2,0.19007189369314706,0.38954053163841645,38.95405316384164
ZAR,3,0.9899581449959219,0.07479175447266419,7.479175447266419
BRL,4,1.0742816524627463,0.06892113101719073,6.892113101719073
RUB,5,2350508.4108610763,3.149986878439856e-08,3.149986878439856e-06
